ID	Cuisine	Ingredients
26061	japanese	hoisin_sauce corn_starch green_onions extra_firm_tofu oil
23053	mexican	quinoa salt oil black_beans jalapeno_chilies taco_seasoning chicken_broth bell_pepper salsa onions minced_garlic boneless_skinless_chicken_breasts shredded_cheese
5090	mexican	jalapeno_chilies fresh_lime_juice tomatillos coarse_salt fresh_cilantro purple_onion
36862	french	eau_de_vie leaves cane_sugar pinenuts golden_raisins baking_apples large_eggs ground_cinnamon parmesan_cheese salt
873	mexican	salt_and_ground_black_pepper purple_onion jalapeno_chilies plum_tomatoes garlic_powder chopped_cilantro_fresh lime garlic ground_cumin
23726	mexican	lime_juice sliced_black_olives chili_powder sour_cream cheddar_cheese chopped_green_chilies green_onions butter water garlic_powder boneless_skinless_chicken_breasts enchilada_sauce condensed_cream_of_chicken_soup taco_seasoning_mix flour_tortillas onion_powder onions
48576	irish	pepper potatoes butter salt onions tomato_paste olive_oil beef_stock diced_tomatoes carrots sugar baking_soda baking_powder rosemary_leaves lean_steak water flour buttermilk Guinness_Lager dried_rosemary
25118	chinese	water wonton_wrappers garlic_cloves water_chestnuts,_drained_and_chopped peeled_fresh_ginger chinese_cabbage low_sodium_soy_sauce cooking_spray dipping_sauces lean_ground_pork green_onions dark_sesame_oil
17586	mexican	pico_de_gallo cheese_slices refried_beans chorizo french_bread
22678	greek	pepper dried_mint_flakes salt dried_oregano tomatoes ground_black_pepper garlic dried_dillweed olive_oil red_wine lamb plain_yogurt pita_bread_rounds purple_onion cucumber
428	korean	sesame_oil water soy_sauce kale
6745	mexican	water Mexican_beer corn_tortillas chipotle_chile lime_wedges salsa canola_oil boneless_beef_short_ribs garlic chopped_cilantro white_onion guajillo yellow_onion ground_cumin
31009	spanish	saffron_threads ground_black_pepper dry_bread_crumbs fresh_lemon_juice water crushed_red_pepper chopped_onion ground_cumin fresh_spinach dry_sherry chickpeas fresh_parsley olive_oil salt garlic_cloves
20983	italian	swiss_chard diced_tomatoes chopped_onion pepper banana_squash garlic italian_seasoning grated_parmesan_cheese vegetable_broth bay_leaf olive_oil cannellini_beans salt
19572	southern_us	shortening butter honey salt milk buttermilk eggs baking_powder all-purpose_flour
15273	italian	ground_black_pepper fresh_parsley fat_free_less_sodium_chicken_broth salt capers balsamic_vinegar boneless_skinless_chicken_breast_halves olive_oil fresh_lemon_juice
14198	mexican	pepper salt jalapeno_chilies canola_oil
18643	french	2%_reduced-fat_milk corn_starch eggs maple_syrup sugar margarine vanilla_extract
17816	mexican	Franks_Hot_Sauce salt shredded_cheddar_cheese chicken pepper sour_cream black_beans green_onions
46893	french	heavy_cream pears unsalted_butter sour_cream sugar confectioners_sugar light_pancake_syrup puff_pastry
1110	filipino	fish_sauce apple_cider_vinegar fat mushroom_powder salt water garlic bone_in_chicken_thighs black_peppercorns fresh_bay_leaves coconut_aminos
21375	mexican	black_beans flour_tortillas diced_tomatoes fresh_cilantro chili_powder red_bell_pepper cooked_rice olive_oil sea_salt onions lime_juice jalapeno_chilies garlic_cloves
42833	mexican	cilantro enchilada_sauce taco_seasoning_mix skinless_chicken_breasts tomatoes garlic flour_tortillas shredded_cheese
5328	italian	light_sour_cream ground_black_pepper pecorino_romano_cheese large_egg_whites large_eggs salt olive_oil mushrooms fava_beans finely_chopped_fresh_parsley fresh_tarragon
17188	mexican	pepper green_onions cilantro_leaves canola_oil kidney_beans purple_onion whole_kernel_corn,_drain lime yellow_bell_pepper chickpeas black_beans orzo_pasta salt red_bell_pepper
19622	southern_us	pork dri_leav_thyme garlic water onions white_vinegar salt
26498	italian	salt granulated_sugar eggs grated_lemon_zest cake_flour
27140	japanese	wasabi soy_sauce seaweed jumbo_shrimp salt red_bell_pepper avocado sticky_rice cucumber sugar rice_vinegar white_sesame_seeds
32353	italian	chopped_almonds dried_oregano dried_basil broccoli grated_parmesan_cheese dry_bread_crumbs pepper salt
37070	mexican	boneless_skinless_chicken_breasts chopped_cilantro_fresh seasoning vegetable_oil baby_arugula tequila lime margarita_mix
2298	mexican	garlic_powder crushed_red_pepper black_pepper paprika cumin chili_powder salt onion_powder dried_oregano
15291	southern_us	large_eggs salt sugar crust grits water vanilla_extract pecan_halves butter corn_syrup
8274	southern_us	melted_butter superfine_sugar buttermilk fresh_lime_juice sugar unsalted_butter all-purpose_flour blackberries shortening baking_soda sea_salt whiskey luke_warm_water active_dry_yeast baking_powder fresh_mint
23521	italian	potatoes eggs all-purpose_flour self_rising_flour
28342	jamaican	black_pepper apple_cider_vinegar garlic brown_sugar jamaican_jerk_season red_pepper_flakes salt olive_oil butter purple_onion pineapple_preserves shallots chicken_drumsticks red_bell_pepper
8791	italian	eggplant fresh_basil_leaves cooking_spray chicken pitas plum_tomatoes goat_cheese
242	korean	romaine_lettuce sesame_seeds gingerroot soy_sauce sesame_oil cooked_white_rice sugar mirin garlic_cloves rib_eye_steaks black_pepper hot_bean_paste onions
15347	southern_us	ground_black_pepper okra canola_oil tomatoes yellow_onion garlic_cloves sea_salt ground_coriander ground_cumin water cayenne_pepper flat_leaf_parsley
20981	indian	garbanzo_beans sea_salt medjool_date cumin tumeric shallots cayenne_pepper coriander diced_bell_pepper potatoes garlic chopped_cilantro cream lemon smoked_paprika frozen_peas
39391	italian	ground_black_pepper reduced_fat_milk smoked_trout large_egg_whites large_eggs salt fresh_dill parmigiano_reggiano_cheese green_onions asparagus cooking_spray canola_oil
23147	indian	tumeric fresh_coriander paprika garlic_puree ghee green_cardamom_pods white_onion chicken_breasts salt cinnamon_sticks sugar fenugreek ginger garlic_cloves ground_cumin tomato_purée pepper lemon green_chilies coconut_milk
44020	mexican	pickled_jalapeno_peppers water romaine_lettuce_leaves corn_tortillas crema_mexicana corn_oil garlic_cloves chile_sauce red_potato radishes fine_sea_salt chicken_thighs white_onion queso_fresco carrots
3245	korean	white_vinegar reduced_sodium_soy_sauce kosher_salt toasted_sesame_oil fresh_spinach garlic_cloves ground_black_pepper
40403	southern_us	baking_powder milk salt flour sugar vegetable_shortening
33603	vietnamese	lime cilantro glass_noodles Boston_lettuce mirin persian_cucumber avocado thai_basil peanut_butter rice_paper soy_sauce Sriracha carrots
19691	korean	Korean_chile_flakes fresh_lemon_juice pepper kosher_salt celery peanut_oil
6862	indian	tomatoes red_chile_powder boneless_chicken_breast butter green_chilies cashew_nuts garlic_paste mace yoghurt salt lemon_juice ground_cumin black_peppercorns honey kashmiri_chile kasuri_methi mustard_oil ginger_paste clove cream garam_masala cinnamon tomato_ketchup coriander
20123	southern_us	salt pecan_pie sweetened_condensed_milk chocolate_morsels vanilla_extract
22712	mexican	olive_oil scallions chili_powder ground_pepper fresh_lime_juice black_beans coarse_salt
31428	mexican	tostada_shells jalapeno_chilies grouper chopped_cilantro_fresh low-fat_sour_cream olive_oil chili_powder fresh_lime_juice sliced_green_onions corn_kernels cooking_spray red_bell_pepper plum_tomatoes romaine_lettuce ground_black_pepper salt onions ground_cumin
9373	italian	large_egg_whites oil kosher_salt ground_black_pepper cream_of_tartar olive_oil fresh_parsley ricotta_salata green_onions
7666	italian	unsalted_butter pecorino_cheese grana_padano pasta cracked_black_pepper kosher_salt
40617	korean	vegetable_oil salt green_bell_pepper red_bell_pepper large_eggs
26676	thai	kaffir_lime_leaves corn jalapeno_chilies soba_noodles galangal sugar green_curry_paste button_mushrooms shrimp bamboo_shoots fish_sauce lime basil garlic_chili_sauce onions chicken_broth lemongrass shiitake ginger coconut_milk
38067	southern_us	self_rising_flour butter eggs vegetable_oil chopped_nuts bourbon_whiskey vanilla_extract sugar almond_extract
14778	chinese	eggs honey sesame_oil corn_starch minced_garlic boneless_skinless_chicken_breasts rice_vinegar ketchup flour salt canola_oil cold_water water baking_powder oil
636	french	golden_brown_sugar eggs whole_milk_ricotta_cheese rhubarb frozen_pastry_puff_sheets powdered_sugar
35408	greek	garbanzo_beans liquid black_pepper garlic tahini lemon_juice olive_oil salt
22658	southern_us	green_bell_pepper water all-purpose_flour medium_shrimp store_bought_low_sodium_chicken_stock bacon fresh_lemon_juice safflower_oil coarse_salt garlic_cloves grits cheddar_cheese unsalted_butter freshly_ground_pepper onions
44866	mexican	fresh_cilantro onions fresh_lime_juice avocado chipotles_in_adobo salt ground_cumin
18389	indian	clove cilantro_leaves ghee cinnamon jeera water cardamom basmati_rice salt bay_leaf
40014	southern_us	black_pepper granulated_sugar buttermilk baking_soda baking_powder salt seasoning_salt whole_milk cake_flour unsalted_butter breakfast_sausages all-purpose_flour
20863	mexican	guacamole monterey_jack crema salsa tortillas shrimp
35041	japanese	mirin sugar salmon_steaks soy_sauce
30649	british	milk buttermilk sugar unsalted_butter jam eggs baking_soda salt dried_currants butter all-purpose_flour
14351	japanese	plain_flour karashi spring_onions tomato_ketchup panko_breadcrumbs sake fresh_ginger_root salt garlic_cloves dark_soy_sauce vegetables worcestershire_sauce free_range_egg sugar mirin chinese_cabbage steak
14146	mexican	shredded_cheddar_cheese chopped_cilantro salsa green_bell_pepper boneless_pork_loin flour_tortillas
48911	filipino	water jicama carrots bamboo_shoots egg_roll_wrappers garlic beansprouts ground_black_pepper vegetable_oil green_beans soy_sauce water_chestnuts diced_celery onions
4252	mexican	kidney_beans shredded_sharp_cheddar_cheese chili_powder dinner_rolls vegetable_oil garlic_powder ground_beef
46135	mexican	avocado salt sour_cream tomatillos cactus_pad ground_cumin jalapeno_chilies cilantro_leaves fresh_lime_juice purple_onion red_bell_pepper
20668	indian	red_chili_peppers vegetable_oil cumin_seed ground_pepper fenugreek_seeds ground_turmeric cauliflower_flowerets salt boiling_potatoes fennel_seeds garam_masala ground_coriander
4009	mexican	cherry_tomatoes baby_spinach sour_cream flour_tortillas goat_cheese tuna_steaks freshly_ground_pepper olive_oil salt
40466	indian	chicken_thighs vegetable_oil yoghurt spices
32480	greek	dry_red_wine cinnamon_sticks Turkish_bay_leaves fresh_oregano red_wine_vinegar garlic_cloves octopuses extra-virgin_olive_oil onions
8223	italian	green_bell_pepper garlic shredded_mozzarella_cheese vidalia_onion marinara_sauce baby_carrots pepper salt smoked_gouda baby_spinach_leaves shredded_sharp_cheddar_cheese small_red_potato
4114	mexican	tostada_shells shredded_lettuce avocado jalapeno_chilies tuna tomatoes fat-free_refried_beans low-fat_milk fresh_lime salsa
3605	chinese	honey ginger whiskey chicken_wings green_onions green_chilies hoisin_sauce garlic soy_sauce sesame_oil chinese_five-spice_powder
41363	cajun_creole	chicken_stock kosher_salt unsalted_butter scallions canola_oil andouille_sausage dried_thyme yellow_onion celery green_bell_pepper dried_basil flour ground_white_pepper boneless_chicken_skinless_thigh ground_black_pepper cayenne_pepper cooked_white_rice
23437	italian	Bertolli®_Classico_Olive_Oil boneless_skinless_chicken_breast_halves eggs linguine chicken_broth bacon,_crisp-cooked_and_crumbled bertolli_vineyard_premium_collect_marinara_with_burgundi_wine_sauc bread_crumb_fresh shredded_mozzarella_cheese
9291	mexican	lime_wedges powdered_sugar orange_liqueur tequila margarita_salt fresh_lime_juice
45423	italian	(____oz.)_tomato_sauce ground_veal sliced_mushrooms italian_seasoning_mix finely_chopped_onion dry_bread_crumbs spaghetti beef diced_tomatoes fresh_basil_leaves parmesan_cheese large_eggs fat_skimmed_chicken_broth
31462	italian	solid_pack_pumpkin dry_white_wine corn_starch ground_nutmeg white_rice chicken_broth grated_parmesan_cheese salt ground_pepper butter onions
45412	italian	fresh_rosemary fresh_thyme_leaves flat_leaf_parsley olive_oil baby_carrots kosher_salt balsamic_vinegar onions ground_black_pepper small_red_potato
33048	chinese	black_pepper whole_grain_thin_spaghetti scallions red_bell_pepper baby_bok_choy shiitake grapeseed_oil oyster_sauce chicken_broth fresh_ginger sesame_oil organic_sugar onions soy_sauce boneless_chicken_breast rice_vinegar corn_starch
42879	italian	pistachios salt dried_cherry butter large_eggs vanilla_extract sugar baking_powder all-purpose_flour
6164	thai	water green_onions galangal fish_sauce peanuts thai_chile chopped_cilantro_fresh kaffir_lime_leaves lemongrass lime_wedges medium_shrimp straw_mushrooms chili_paste fresh_lime_juice
37704	southern_us	green_bell_pepper kidney_beans extra-virgin_olive_oil vidalia ground_black_pepper salt sugar sherry_vinegar garlic haricots_verts sweet_onion wax_beans
29489	italian	pepper garlic eggs grated_parmesan_cheese fresh_parsley prosciutto salt romano_cheese ricotta_cheese
6115	mexican	chicken_broth dried_basil salt cooked_shrimp ground_cumin sugar diced_tomatoes crabmeat dried_oregano green_chile flour_tortillas all-purpose_flour onions pepper garlic sour_cream shredded_Monterey_Jack_cheese
9829	filipino	sugar fresh_cilantro hoisin_sauce butter crushed_red_pepper_flakes strawberries ground_coriander red_bell_pepper adobo_sauce green_peppercorns kosher_salt salted_butter chives sea_salt extra-virgin_olive_oil taco_seasoning pork_loin_chops chipotle_peppers chorizo_sausage blueberri_preserv orange ground_black_pepper balsamic_vinegar basil garlic filet thyme_leaves chipotles_in_adobo unsweetened_cocoa_powder black_pepper honey boneless_skinless_chicken_breasts heavy_cream cracked_black_pepper coffee_beans garlic_cloves steak onions
36254	indian	tumeric vegan_margarine cardamom_pods onions coriander_seeds raisins carrots cashew_nuts fresh_cilantro chili_powder garlic_cloves frozen_peas clove quinoa vegetable_broth cinnamon_sticks ground_cumin
23839	filipino	soy_sauce bay_leaves pork_shoulder water salt chicken pepper garlic onions vinegar oil
40283	italian	kosher_salt butter garlic dry_white_wine extra-virgin_olive_oil parsley_leaves lemon shrimp black_pepper shallots linguine
11108	italian	water fresh_lemon_juice fresh_raspberries sugar
42685	mexican	frozen_whole_kernel_corn wish_bone_guacamol_ranch_dress black_beans purple_onion grape_tomatoes jalapeno_chilies chopped_cilantro_fresh lime_juice torn_romain_lettuc_leav
23629	mexican	eggs russet_potatoes mexican_chorizo black_beans salsa canola_oil colby_cheese black_olives sour_cream avocado half_&_half goat_cheese
36565	italian	dry_vermouth flour salt canned_low_sodium_chicken_broth ground_black_pepper garlic pinenuts butter chicken_livers olive_oil raisins flat_leaf_parsley
42083	indian	chicken_stock cilantro_leaves onions quinoa roasted_salted_cashews chopped_tomatoes skinless_chicken_breasts sunflower_oil curry_paste
26032	indian	cream baby_spinach ghee tumeric fresh_lemon fine_sea_salt toasted_sesame_seeds fresh_ginger buttermilk onions plain_yogurt spices garlic_cloves paneer_cheese
19811	thai	garlic_paste flour_tortillas carrots canola_oil lemon_grass roasted_peanuts toasted_sesame_oil boneless_chicken_skinless_thigh seasoned_rice_wine_vinegar Thai_fish_sauce light_brown_muscavado_sugar granulated_sugar english_cucumber coriander
30382	vietnamese	chili_paste fish_sauce garlic_cloves sugar fresh_lime_juice warm_water
49175	cajun_creole	collard_greens butter fillets parsley white_wine_vinegar cajun_seasoning yellow_onion cheddar_cheese garlic grits
41668	mexican	black_pepper low_sodium_chicken_broth salt ground_cumin avocado hominy diced_tomatoes oregano boneless_center_cut_pork_chops radishes garlic canola_oil celery_ribs lime chili_powder chopped_onion
9206	mexican	pepper salt pork_tenderloin salsa
7322	southern_us	shell-on_shrimp salt chipotle_chile worcestershire_sauce unsalted_butter dry_red_wine large_garlic_cloves
23637	chinese	fish_sauce steamed_white_rice scallions minced_garlic vegetable_oil caramel_sauce chili_pepper shallots corn_starch chicken_stock fresh_ginger boneless_skinless_chicken
43650	italian	seasoned_bread_crumbs grated_parmesan_cheese salt fresh_parsley chicken_broth minced_garlic half_&_half shredded_mozzarella_cheese frozen_chopped_spinach pepper flour penne_pasta black_pepper large_eggs butter ground_beef
45593	korean	bean_threads sesame_seeds carrots safflower_oil mushrooms onions sugar cayenne toasted_sesame_oil reduced_sodium_tamari black_pepper baby_spinach chopped_garlic
38706	french	saffron_threads red_wine_vinegar large_shrimp mayonaise garlic_cloves capers cayenne_pepper roasted_red_peppers sourdough_baguette
38433	chinese	fennel_seeds liquorice ginger green_cardamom cinnamon_sticks water szechwan_peppercorns garlic scallions beef chinese_black_bean cooking_wine dried_chile rock_sugar bean_paste star_anise brown_cardamom bay_leaf
47826	british	pepper garlic_cloves onions salt leg_of_lamb pearl_barley celery parsley carrots
7171	indian	red_kidney_beans bay_leaves salt ground_cumin garam_masala ginger onions coriander_powder garlic ground_turmeric tomatoes chili_powder oil
18231	chinese	chicken_stock water cornflour fillets soy_sauce spring_onions white_wine_vinegar bamboo_shoots eggs fresh_ginger_root garlic chillies fresh_coriander sesame_oil fresh_mushrooms
34385	korean	daikon red_radishes green_onions ginger chili_flakes sea_salt carrots napa_cabbage garlic_cloves
12340	chinese	eggs water flour corn_starch sugar sesame_seeds vegetable_oil granulated_garlic milk chicken_breasts toasted_sesame_oil chicken_broth soy_sauce vinegar salt
33221	indian	cauliflower pepper lemon green_chilies ground_cumin garlic_paste chili_powder salt carrots tomatoes capsicum kasuri_methi cumin_seed beans butter cilantro_leaves onions
43228	italian	jack_cheese vegetables dry_white_wine lemon_juice arborio_rice olive_oil unsalted_butter ricotta pepper asparagus yellow_onion frozen_peas reduced_sodium_chicken_broth prosciutto salt chopped_fresh_mint
3416	italian	sugar linguine boneless_skinless_chicken_breast_halves balsamic_vinegar oil fresh_basil large_garlic_cloves low_salt_chicken_broth olive_oil purple_onion
23636	chinese	chili_oil mung_bean_sprouts light_soy_sauce sesame_paste noodles red_chili_peppers peanut_oil ground_beef szechwan_peppercorns pickled_vegetables
22822	indian	salt jaggery water ground_cardamom oil coconut rice_flour
801	southern_us	firmly_packed_brown_sugar sweet_potatoes margarine skim_milk salt vegetable_oil_cooking_spray vanilla_extract chopped_pecans egg_whites all-purpose_flour
42007	korean	ground_pork spam rice_cakes firm_tofu onions water Gochujang_base kimchi green_onions sausages chopped_garlic
20792	vietnamese	oil water rice_flour tapioca_starch
44500	indian	chili mayonaise chopped_onion cider_vinegar fresh_mint cilantro_leaves
19004	japanese	ground_pepper dressing sea_salt grapeseed_oil salad tuna_fillets
41301	moroccan	eggs garbanzo_beans rice water lemon onions ground_cinnamon olive_oil salt saffron pepper flour fresh_parsley
16712	moroccan	ground_cinnamon lamb_neck_fillets tomatoes chopped_parsley paprika
28250	italian	eggplant low_sodium_chicken_broth fresh_basil_leaves pepper grated_parmesan_cheese goat_cheese zucchini salt polenta water bell_pepper olive_oil_cooking_spray
34209	indian	sugar water cauliflower_florets chili_sauce sweet_chili_sauce maida_flour salt oil soy_sauce spring_onions garlic green_chilies white_vinegar black_pepper ginger tomato_ketchup corn_starch
1667	mexican	Old_El_Paso™_mild_red_enchilada_sauce Pillsbury™_Refrigerated_Crescent_Dinner_Rolls Mexican_cheese_blend cooked_chicken refrigerated_crescent_rolls red_enchilada_sauce cooked_chicken Mexican_cheese_blend
48571	mexican	jumbo_shrimp sea_scallops grate_lime_peel olive_oil chopped_onion chopped_cilantro bottled_clam_juice white_hominy sun-dried_tomatoes_in_oil salsa_verde garlic_cloves
10074	mexican	baking_powder salt vegetable_oil warm_water all-purpose_flour
43711	southern_us	baking_soda cake_flour baking_powder all-purpose_flour unsalted_butter salt sugar buttermilk
6440	chinese	water green_onions corn_starch boneless_skinless_chicken_breast_halves granulated_sugar unsalted_dry_roast_peanuts toasted_sesame_oil fresh_ginger dry_sherry dried_red_chile_peppers canola_oil cooked_brown_rice reduced_sodium_soy_sauce rice_vinegar bok_choy
36583	cajun_creole	large_eggs sauce cajun_seasoning shrimp vegetable_oil fry_mix milk yellow_mustard
10003	french	jumbo_shrimp baguette extra-virgin_olive_oil freshly_ground_pepper saffron_threads ground_cloves dry_white_wine salt onions tomatoes bottled_clam_juice paprika cayenne_pepper orange_zest mayonaise fennel garlic fresh_lemon_juice
24738	indian	garlic_cloves diced_tomatoes ground_cumin spinach greens extra-virgin_olive_oil
20039	chinese	chicken_broth white_wine zucchini salted_roast_peanuts peanut_oil soy_sauce salt_and_ground_black_pepper boneless_skinless_chicken_breasts rice_vinegar red_bell_pepper white_vinegar ketchup chili_paste sesame_oil onion_tops cooked_white_rice brown_sugar water green_onions garlic corn_starch
29446	southern_us	catfish_fillets garlic_powder lemon creole_seasoning eggs flour hot_sauce mustard cooking_oil paprika cornmeal black_pepper onion_powder cayenne_pepper
45711	french	sugar large_egg_yolks grated_lemon_peel rhubarb cream salt ground_cinnamon golden_brown_sugar all-purpose_flour sliced_almonds unsalted_butter
45039	thai	fish_sauce hot_red_pepper_flakes cider_vinegar chile_paste granulated_sugar sesame_oil crushed_red_pepper oyster_sauce coconut_milk grated_orange fresh_red_chili natural_peanut_butter soy_sauce water sesame_seeds lemon_zest worcestershire_sauce pineapple_juice corn_starch fresh_lime_juice white_vinegar brown_sugar sugar minced_garlic chili hoisin_sauce red_pepper_flakes rice_vinegar lemon_juice toasted_sesame_oil chicken_broth grated_orange_peel ketchup minced_ginger chili_paste green_onions white_wine_vinegar orange_juice chili_garlic_paste white_sugar
46417	mexican	lime_juice freshly_ground_pepper jalapeno_chilies tomatoes salt sweet_onion chopped_cilantro_fresh
48080	mexican	masa_harina vegetable_oil kosher_salt hot_water
15882	french	dark_rum crème_fraîche unsalted_butter cake_flour large_eggs salt sugar lemon double-acting_baking_powder
49263	italian	black_pepper bacon grated_parmesan_cheese flat_leaf_parsley kosher_salt linguine egg_yolks
45956	italian	extra-virgin_olive_oil fresh_rosemary duck_breast_halves fennel_seeds garlic_cloves
40509	french	kalamata flat_leaf_parsley tomatoes California_bay_leaves orange_zest extra-virgin_olive_oil bok_choy large_garlic_cloves thyme
11665	greek	mint_leaves sliced_almonds vanilla_lowfat_yogurt honey
22997	italian	roma_tomatoes pizza_crust goat_cheese pesto_sauce garlic olive_oil arugula
44271	indian	ground_cinnamon active_dry_yeast vegetable_oil ground_allspice warm_water ground_nutmeg salt onions eggs olive_oil garlic fresh_parsley cauliflower ground_cloves ground_black_pepper all-purpose_flour ground_cumin
29887	filipino	sugar water shredded_coconut glutinous_rice_flour
1764	french	clove potatoes extra-virgin_olive_oil turnips ground_nutmeg bay_leaves celery water leeks carrots savoy_cabbage fresh_thyme sea_salt onions
40300	moroccan	eggplant raisins lentils tomato_sauce garam_masala salt onions tumeric garbanzo_beans vegetable_broth red_bell_pepper black_pepper red_pepper_flakes garlic_cloves chopped_cilantro_fresh
45296	indian	olive_oil garlic_cloves ground_cinnamon yellow_onion ground_cumin red_potato ground_coriander red_lentils vegetable_stock carrots
24365	vietnamese	lemongrass beef garlic vermicelli_noodles fish_sauce peanuts vegetable_oil cucumber salad pickled_carrots shallots white_radish onions sugar leaves dipping_sauces beansprouts
34996	thai	light_soy_sauce dark_sesame_oil cilantro_leaves honey fresh_lime_juice creamy_peanut_butter
47623	mexican	green_onions garlic sour_cream lime_juice cooked_chicken shredded_sharp_cheddar_cheese chopped_cilantro flour_tortillas chili_powder salsa cumin cooking_spray onion_powder cream_cheese,_soften
26464	mexican	coconut_sugar lime_juice sea_salt ground_cumin coconut_oil cayenne hot_sauce white_corn_tortillas fresh_cilantro purple_onion ground_cinnamon black_beans jalapeno_chilies plantains
18329	filipino	water napa_cabbage onions fish_sauce egg_noodles salt beef_shank garlic peppercorns fried_garlic green_onions oil
43437	italian	bell_pepper purple_onion fresh_lemon_juice tomatoes summer_squash garlic_cloves flat_leaf_parsley red_wine_vinegar ciabatta juice capers extra-virgin_olive_oil fresh_herbs grated_lemon_peel
25375	chinese	water worcestershire_sauce hot_sauce oyster_sauce ketchup plum_sauce rice_vinegar scallions green_bell_pepper baking_soda garlic skinless_chicken_breasts corn_starch white_pepper Shaoxing_wine all-purpose_flour oil
26631	italian	dough cracked_black_pepper coarse_sea_salt lemon olive_oil_flavored_cooking_spray pinenuts rosemary_leaves
26172	cajun_creole	ground_black_pepper hot_sauce celery dried_oregano kosher_salt bay_leaves scallions dried_kidney_beans green_bell_pepper cayenne yellow_onion cooked_white_rice canola_oil dried_thyme garlic ground_white_pepper smoked_ham_hocks
19747	korean	soy_sauce sesame_oil fresh_spinach sesame_seeds sugar vinegar black_pepper crushed_garlic
38346	russian	water grits mozzarella_cheese salt
31903	italian	prosciutto mushrooms salt grated_parmesan_cheese red_pepper_flakes boneless_skinless_chicken_breast_halves water roma_tomatoes garlic dried_oregano ground_black_pepper dry_white_wine brie_cheese
12099	irish	eggs baking_powder wheat_germ granny_smith_apples butter baking_soda all-purpose_flour sugar cinnamon
38717	vietnamese	avocado water garlic boneless_rib_eye_steaks fish_sauce cherry_tomatoes freshly_ground_pepper sugar vermicelli oil mini_cucumbers lime salt bird_chile
30335	japanese	honey bamboo_shoots sake green_onions boneless_chicken_skinless_thigh garlic_cloves low_sodium_soy_sauce zucchini
15171	chinese	water sesame_oil ginger oyster_sauce onions soy_sauce hoisin_sauce crushed_red_pepper_flakes salt red_bell_pepper chinese_rice_wine Sriracha napa_cabbage garlic carrots noodles black_pepper green_onions ground_pork rice_vinegar celery
31425	cajun_creole	oil cajun_seasoning cornmeal russet_potatoes corn_flour salt
36118	italian	cheese_ravioli evaporated_milk Italian_seasoned_breadcrumbs eggs cheese parsley smoked_gouda
18190	french	ground_cinnamon baking_potatoes bay_leaf lean_ground_pork salt ground_cloves refrigerated_piecrusts onions water celery
33717	moroccan	reduced_sodium_chicken_broth lemon chopped_cilantro fennel_seeds harissa garlic_cloves ground_cumin golden_raisins ground_coriander ground_lamb ground_cinnamon vegetable_oil couscous
15460	southern_us	minced_garlic meat_bones water diced_onions dried_kidney_beans
21052	brazilian	eggs hearts_of_palm cilantro coconut_cream flax_seed_meal kosher_salt jalapeno_chilies garlic cream_cheese,_soften coconut_oil lime_juice crushed_red_pepper_flakes ground_coriander pepper chicken_breasts coconut_flour onions
35729	chinese	ground_ginger peanuts szechwan_peppercorns minced_garlic reduced_sodium_soy_sauce chopped_onion sugar lo_mein_noodles slaw_mix pasta water chunky_peanut_butter dark_sesame_oil
45841	korean	green_bell_pepper peeled_fresh_ginger rib_eye_steaks pickles garlic_cloves low_sodium_soy_sauce hoagie_buns canola_oil mayonaise scallions
1182	italian	black_pepper olive_oil fat-free_cottage_cheese dried_oregano dried_basil grated_parmesan_cheese salt water part-skim_mozzarella_cheese crushed_red_pepper fresh_basil cherry_tomatoes cooking_spray oven-ready_lasagna_noodles
15229	italian	skim_milk margarine garlic freshly_ground_pepper grated_parmesan_cheese cream_cheese fettucine all-purpose_flour fresh_parsley
31209	italian	chopped_fresh_thyme olive_oil radicchio balsamic_vinegar
18271	spanish	great_northern_beans sweet_paprika andouille_sausage_links olive_oil bay_leaf saffron_threads kale red_bell_pepper chicken_stock garlic onions
14202	southern_us	tea_bags ground_black_pepper chicken_thighs light_brown_sugar kosher_salt salt rosemary_sprigs lemon ice_cubes sweet_onion garlic_cloves
10111	italian	garbanzo_beans large_garlic_cloves plum_tomatoes orzo_pasta fresh_parsley grated_parmesan_cheese rubbed_sage dried_rosemary olive_oil canned_beef_broth onions
1128	italian	kale_leaves chicken_noodle_soup cannellini_beans
37109	french	dijon_mustard extra-virgin_olive_oil flat_leaf_parsley water green_onions fresh_lemon_juice capers zucchini garlic_cloves fresh_basil_leaves olive_oil Italian_parsley_leaves green_beans
9952	italian	cherry_tomatoes black_pepper salt balsamic_vinegar mozzarella_cheese fresh_basil_leaves
11164	italian	white_onion italian_style_rolls provolone_cheese genoa_salami olive_oil sweet_pepper oregano pepper red_wine_vinegar boiled_ham tomatoes capicola salt iceberg_lettuce
9852	mexican	chicken_broth tortillas salt fresh_tomatoes chicken_breasts onions table_cream jalapeno_chilies garlic_cloves chiles grating_cheese
45574	greek	kosher_salt garlic greek_yogurt cracked_black_pepper english_cucumber shallots dill white_vinegar extra-virgin_olive_oil fresh_lemon_juice
22581	french	granulated_sugar vanilla chocolate_sauce milk ricotta_cheese all-purpose_flour slivered_almonds large_eggs salt orange_zest honey butter orange_juice
9082	spanish	quail raisins dry_white_wine garlic_cloves fennel_bulb extra-virgin_olive_oil lemongrass shallots cinnamon_sticks
